,index,url,status_code,pagetexts
35,12,https://www.jsums.edu/latashanormancenter/virtual-relaxation-wellness-room/,timeout,could not parse
36,14,https://www.jsums.edu/latashanormancenter/,timeout,could not parse
37,71,http://www.mississippi.edu/transparency/budgets.asp,200,"              about  contact  careers  news  financial aid    accountability & transparency    accountability & transparency  how to use  definitions  frequently asked questions  budgets         budgets  â» fy 2021 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   â» fy 2020 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   â» fy 2019 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   â» fy 2018 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   â» fy 2017 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   â» fy 2016 aob forms  alcorn state university  delta state university  jackson state university  mississippi state university  mississippi university for women  mississippi valley state university  university of mississippi  university of mississippi medical center  university of southern mississippi  executive office  summary   the board of trustees of state institutions of higher learning (ihl) is committed to accountability and transparency for students, parents, faculty and staff, and taxpayers. this accountability and transparency website is a tangible example of that commitment and offers all stakeholders access to important information quickly and easily. all stakeholders play a key role in the success of the university system and help us fulfill our tri-fold mission of education, research and service.       expenses (spending)  â» alcorn state university  â» delta state university  â» jackson state university  â» mississippi state university  â» mississippi university for women  â» mississippi valley state university  â» university of mississippi  â» university of southern mississippi  â» university of mississippi medical center  â» ihl system office  â» mississippi commission for volunteer service       system information  â» audited financial statements  â» board of trustees meeting minutes  â» enrollment data  â» facilities  â» fleet management       quick links  â» accountability & transparency  â» how to use  â» definitions  â» frequently asked questions  â» budgets       ihl staff     kim gallaspy assistant commissioner for government relations telephone: 601.432.6493 john pearce jr. associate commissioner for finance telephone: 601.432.6122         board of trustees  commissioner of higher education  academic & student affairs  administration  business and economic development  communications  finance  governmental relations  office of internal audit  legal affairs, risk management & special projects  policy & strategic initiatives  real estate & facilties  strategic research  student financial aid  university research center (state economist)             © 2020 mississippi institutions of higher learning 3825 ridgewood road jackson, ms 39211 telephone: 601.432.6198  accountability and transparency     jobs for mississippi graduates  public records requests  legislative update: miss. code ann. §25-61-19  ethicspoint          "
38,21,https://www.jsums.edu/finance/fees/,timeout,could not parse
39,23,https://www.jsums.edu/,timeout,could not parse
40,73,http://websites.one.jsums.edu/mtolive/index.php/history/,timeout,could not parse
41,28,https://www.jsums.edu/music/facultystaff2/,timeout,could not parse
42,27,https://www.jsums.edu/publicpolicy/faculty-and-staff/,timeout,could not parse
43,33,https://www.jsums.edu/facilities/maintenance-unit/,timeout,could not parse
44,29,https://www.jsums.edu/compscience/faculty-and-staff/,timeout,could not parse
45,39,https://www.jsums.edu/socialwork/masters-of-social-work-program/,timeout,could not parse
46,44,https://www.jsums.edu/careers/employers/,timeout,could not parse
47,42,https://www.jsums.edu/careers/,timeout,could not parse
48,55,https://www.jsums.edu/president2/mr-ashley-robinson-bio/,timeout,could not parse
49,37,https://www.jsums.edu/financialaid/commonly-used-terms/,timeout,could not parse
50,40,https://www.jsums.edu/graduateschool/,timeout,could not parse
51,45,https://www.jsums.edu/housing/tiger-pantry/,timeout,could not parse
52,64,https://www.jsums.edu/housing/viewbuildings/,timeout,could not parse
53,80,https://www.jstor.org/stable/10.7709/jnegroeducation.83.2.0173,timeout,could not parse
54,17,https://www.wichita.edu/services/counseling/counseling1/staffcaps.php,200,"      leadership research directories give to wsu mywsu onestop  quick links   close menu   search        close menu academics admissions student life athletics about apply now     leadership  research  directories  give to wsu  mywsu  onestop      academic calendar  apply now!  blackboard  calendar of events  office hours  schedule of courses  shocker store  student webmail  technology helpdesk  transfer to wsu  university libraries        search      close menu academics admissions student life athletics about apply now         alert   coronavirus updates  for information, go to wichita.edu/covid .        counseling and prevention services staff     in this section    counseling and prevention services home  community referrals  counseling services information  emergency information  group therapy services  how to make a referral  free mental health screenings  presentation/table request  resources  self help resources  suicide prevention and awareness  wcpip internship information  counseling and prevention services staff        counselors        jessica provines, ph.d.  director, counseling and prevention services  assistant vice president, student affairs/wellness  she/her/hers        chris leonard, psy.d.  associate director, counseling and prevention services  clinical director           marci young, psy.d.  assistant director, counseling and prevention services  prevention and outreach director  she/her/hers        erin lohman, ph.d.  psychologist  training director  she/her/hers            selena jackson, ph.d.  psychologist            lindsey backer-fulghum, ph.d.  psychologist  she/her/hers        anna wray  psychology post-masters intern      heidi ogden - psychiatrist  samantha fulcher - masters level psychology intern  karen akao - advanced practicum student  diana hu - psychology intern  jessica grossnicklaus - psychology intern  danette abernathy - practicum student  jacob armstrong - practicum student  christine fuston - practicum student  lisa hilt - practicum student   additional staff        annette santiago  administrative assistant        june green  administrative assistant, marketing and communications        counseling and prevention services        caps home     get back to counseling and prevention home.        set an appointment     learn more about speaking with a counselor at caps!        crisis services     if you or someone you know is experiencing a mental health crisis, follow this link
                              for more info.         contact us  wichita state university  counseling and prevention services  student wellness center  316.978.3440  counselingcenter@wichita.edu             1845 fairmount st. wichita , kansas  67260 usa   (316) 978-3456     request info visit apply   contact us  virtual tour  campus map and directions   facebook  twitter  instagram  youtube     i got to experience the audit and assurance field hands-on and learned so much about
                  the job and profession in such a short time. tanner lanterman, accounting major, allen, gibbs & houlik intern  alumni & friends give to wsu        a-z index  policies and procedures  privacy policy  notice of nondiscrimination  title ix  campus safety  accessibility  public information  website support    © 2020 wichita state university     wichita state university (“wsu”) does not discriminate on the basis of sex in its
      education programs, activities, admissions and employment.          ©    "
55,60,https://www.jsums.edu/hr/,timeout,could not parse
56,58,https://www.jsums.edu/csetsss/rise/,timeout,could not parse
57,67,https://www.jsums.edu/science/,timeout,could not parse
58,53,https://www.jsums.edu/main-athletics/,timeout,could not parse
59,69,https://www.jsums.edu/finance/budget-and-financial-analysis/,timeout,could not parse
60,78,http://websites.one.jsums.edu/recplex/index.php/home/membership/,timeout,could not parse
61,65,https://www.jsums.edu/publicpolicy/2015/07/16/the-dept-of-public-policy-administration-has-moved-in-the-jsu-downtown-campus/,timeout,could not parse
62,91,https://www.zinnedproject.org/news/tdih/san-marcos-10,timeout,could not parse
63,72,https://diverseeducation.com/article/92349/,200,"                                                                                                                               about us    contact us    organization    editorial calendar    corporate statement    order reprints    press releases    order back issues    our mission    the inaugural issue    digital diverse login instruction      advertise    media kit    total reach    print recruitment ad extended value    demographics    print ad    online ad    editorial calendar      editorial calendar    place print ad    place online ad    contact sales      subscribe    diverse daily e-news alert  diverse hiring e-news alert  diverse military e-news alert  diverse health e-news alert  community college e-news alert    subscribe to our magazine                                    nominate an emerging scholar         home  blogs   news   diverse hiring    community college    disabilities    international    sports    virtual events 1           diverse talk live! complimentary webcast  live panel discussion  ensuring equitable access and inclusion during a pandemic  october 22, 1 p.m. eastern time   register now       diverse talk live! complimentary webcast  the fight for tenure: an uphill battle for minoritized faculty  recorded on july 1, 2020   watch now       diverse talk live! complimentary webcast  addressing racism and structural inequity in america— what role does higher education have to play?  recorded on june 19, 2020   watch now          on demand   diverse talk live! webcasts  webinars archives  other virtual events         upcoming   diverse talk live! webcasts  webinars                menu     home    about us    webcasts    webinars    press releases    advertise    editorial calendar    subscribe to our magazine    get our newsletter     blogs    news    community college    disabilities    international    lgbt    sports         promising places   student affairs  community college      top 100  arthur ashe jr. awards  emerging scholars  diverse champions   2020 top 35 women in higher education         african americans    native american issues    asian/pacific islanders     covid-19     latinos    lgbt    military     women   2020 top 35 women in higher ed  2019 top 35 women in higher ed  2018 top 25 women in higher ed  2017 top 25 women in higher ed  2016 top 25 women in higher ed     more diverse websites diversejobs.net diverse health keep it real diverse  ccnewsnow ccjobsnow.com  doit      subscribe   diverse daily e-news alert  diverse hiring e-news alert  diverse military e-news alert  diverse health e-news alert  community college e-news alert  subscribe to our magazine                                                jackson state asks alumni to give to offset cash crunch  february 7, 2017 |  :     by jeff amy, associated press print jackson, miss. — jackson state university’s temporary leader monday asked alumni to dig into their pockets to overcome the school’s financial challenges.  interim president rod paige stated in a letter to graduates that the 10,000-student university’s expenses are exceeding income. he asked graduates to each contribute $100 to an “urgent fundraising campaign” that seeks to raise $5 million.  “this is a special personal request asking you to go beyond what you are already doing and respond to this current situation,” paige wrote, asking alumni to give in addition to any amount they might already donate.  a former u.s. secretary of education and a jsu graduate, paige said he’d lead by example and contribute $10,000 himself. he said jsu is also asking foundations and vendors to give.  giving levels to historically black colleges such as jsu are often lower than to other institutions. tax filings show jsu’s foundation has collected about $3.7 million annually in recent years. the university of southern mississippi, about half again as large as jsu, typically collects almost three times as much. jsu’s foundation had only $25 million in assets in mid-2015, while usm had $112 million.  the state gave $55 million to endow jsu and two other historically black universities as part of a desegregation settlement. it has pledged to raise additional private money for endowments, but has raised only $1 million.  president carolyn meyers resigned under college board pressure last year, after trustees intervened in university finances, saying she’d spent down jsu’s cash reserves to a dangerously low level. jsu had promised trustees that it would increase reserves, but paige said officials are having trouble reaching that goal because of overspending.  “now, as the university accounts payable exceed the accounts receivable, cash reserves are not available to fill the gap,” paige wrote. “this creates a dire situation, and immediate action must be taken.”  he said midyear state budget cuts are making financial recovery harder for jsu, taking $1.3 million so far this year.  paige wrote that jsu is trying to cut spending without harming academic programs through methods that include a hiring freeze and controls on travel spending. spokesman danny blanton said the fundraising campaign is part of an effort to raise revenue, attacking the cash crunch from both sides.  the interim leader is trying to firm up the university’s finances as the search for a permanent president moves forward. the college board said tuesday that its search committee would hold listening sessions with campus groups feb. 15 to discuss the qualities of a new president. last month, the board hired search firm witt/kieffer of oak brook, illinois, to help find a new president.        html                                 find jobs    post jobs          employers:  register (web-only) | print ads     featured employer         view employer profiles   www.diversejobs.net                                 featured jobs >>    admissions associate  bard graduate programs in sustainability  executive chair, clinical sciences  rosalind franklin university of medicine & science  study skills learning specialist  uo - tutoring and academic engagement center  lecturer/undergraduate advisor for theatre  northwestern university school of communication   assistant/associate or full professors  uc davis health, anesthesiology & pain medicine   lecturer/undergraduate advisor for theatre  northwestern university school of communication          upcoming diverse issues  native american heritage month issue date: 11/12/2020 ad deadline date: 10/22/2020  health sciences issue date: 11/26/2020 ad deadline date: 11/05/2020    advertise with us       diverse poll  view poll  online survey software     most viewed                               ×      home about us contact us advertise press releases editorial calendar  copyright © diverse: issues in higher education, a cma publication. cox, matthews, and associates, inc., 10520 warwick ave, suite b-4, fairfax, va 22030 privacy policy                 "
64,86,https://hbcugameday.com/2020/05/18/morehouse-announces-job-cuts-and-furloughs-in-wake-of-covid-19-pandemic/,timeout,could not parse
65,15,https://web.ccsu.edu/counselingandwellnesscenter/,200,"               central pipeline  a-z  athletics  alumni   give        news     more news   h events     more events    calendar 1  blackboard  ccsu email  campus map  courses & programs  faculty/staff directory  it services  news & events  library                       a-z index    admission   first year  transfer  graduate  international  veterans  financial aid  tuition    academics   programs/majors  departments  courses  catalog  advising  registrar  resources    student life   student affairs  residence life  health & safety  student center  office of diversity & equity    campus activities   ccsu news stand  student activities & leadership development  recentral  clubs & organizations  campus events    visit  athletics  give  apply    calendar 1  blackboard  ccsu email  campus map  courses & programs  faculty/staff directory  it services  news & events  library         admissions   first year  transfer  graduate  international  veterans  financial aid  tuition    academics   programs/majors  departments  courses  catalog  advising  registrar  resources    student life   student affairs  residence life  health & safety  student center  diversity & equity    campus activities   news stand  student activities & leadership development  recentral  clubs & organizations  campus events    apply                    student wellness services  counseling      menu      student wellness services home   counseling and student development homes  about us  counseling information  description of services  drug free schools act   faculty and staff  frequently asked questions  immediate help  locating us  office of wellness education  referral information  resources  self assessments: mind and body  wellness programs and activities  what to expect: your first visit             counseling and student development   appointment line (860) 832-1926 general inquiries (860) 832-1927 monday-friday 8:00 am - 5:00 pm willard-diloreto hall, w101  the counseling center supports students’ academic success by assisting them in resolving interpersonal, behavioral, emotional, and other personal challenges.  all services areâ free of cost ,â confidential , and available toâ all enrolled full- and part-time students .  we offer individual counseling, group counseling, support group, psychoeducational, and psychiatric referral services. referrals for specialty, long term, or more intensive services are also available.â  our services are provided by licensed mental health providers and advanced graduate student trainees directly supervised by a licensed mental health provider.  we are located on the first floor of the willard-diloreto complex, w101.  please drop by or all 860-832-1926 to make an appointment.  meet the staff  counseling and student development  michael russo, psy.d. - director  of counseling and student development shannon  jackson, psy.d., ms ed. -  associate director of counseling and student development william fothergill, ma, msw, lpc - counselor gladys moreno-fluentes, msw, lcsw - counselor victoria ginter, ms, crc, lpc -  counselor jessica ofray, ms, lpc - counselor  the office of  wellness education  jonathan  pohl, phd - coordinator, wellness education gabriella bierwirth, ba - wellness programs assistant  please visit the student wellness services, wellness education  office for more information on exciting campus-oriented  wellness events and prevention programs.                                      about ccsu   academic calendar   today @ ccsu   campus map   itbd-downtown campus   directions       library   book store   student affairs   information technology   it help desk       campus safety   health services   title ix   contact us   job opportunities          central connecticut state university © 1615 stanley street, new britain, ct 06050 860-832-3200 equal opportunity employer/educator            "
66,89,https://hbcugameday.com/2020/07/24/no-athletics-fee-cut-for-unc-system-hbcus/,timeout,could not parse
67,92,https://www.jacksonfreepress.com/news/2019/aug/19/jackson-suspends-recycling-announces-street-repavi/,timeout,could not parse
68,77,https://www.clarionledger.com/story/news/local/2017/06/07/jsu-madison-site-limbo-classes-canceled-now/377268001/,200,"subscribe now only $3 for 3 months. save 90%. subscribe now only $3 for 3 months. save 90%. news  sports  opinion  magnolia  mississippi state  obituaries  e-edition  legals subscribe  local jackson state university's madison site in limbo, classes canceled for now bracey harris mississippi clarion ledger view comments  don’t expect the annual fanfare touting an increase in student enrollment at jackson state university’s madison campus this september. the auxiliary site once praised as “phenomenal” for its “unprecedented growth” by former president carolyn meyers was not spared the university’s latest round of belt-tightening measures, prompted by a precipitous drop— a reduction of 89 percent over a five-year period— in jsu’s cash reserves during her service. classes will not be held at the university’s galleria site, located roughly 18 miles from the heart of jsu’s main campus, for the fall 2017 semester, confirmed university spokesperson danny blanton. “the galleria location was part of the reduction in force; some personnel are being reassigned,” blanton said. he declined to go into further specifics. jackson state university proposing to slash employees, programs due to budget woes six hundred and seventy-one students reported for classes in the fall 2016 semester. blanton said those enrollees have three avenues to complete their coursework. they can elect to take classes online or opt for instruction on site at jsu’s main or holmes community college campus located in ridgeland. interim president rod paige told the clarion-ledger in january that his team was evaluating the benefit-to-cost ratio of the university’s auxiliary facilities, including the downtown jackson campus, the jackson medical mall office, the e-center on raymond road in jackson and the walter payton wellness center on the main campus. in 2013, jsu signed a 10-year, $1.5 million lease for the 8,600 square feet space with an annual amounts payable of over $100,000. blanton acknowledging that no decision has been made to shutter the site, confirmed that rent is still being paid to its developer. an open question is whether the expansion once effused by previous leadership as visionary had turned into a money pit. a breakdown of revenue generated on the campus over the past four years was not immediately available when requested by the clarion-ledger. blanton pointed to other factors at play, including a disinterest among faculty members toward teaching on the campus. he said only eight professors answered a call-out for classes. that’s down from the number of classes that were scheduled in the past year. in addition to “resizing off-site campuses” as a cost-saving measure, a timeline for jackson state’s budget reduction and recovery plan disseminated to reporters on june 1, includes continuing a hiring freeze and the proposed slashing of 42 employees. the plan coupled with the earlier elimination of 65 vacant positions, including faculty and staff who retired or resigned, is expected to reduce payroll costs by $6 million. but work remains to be done. glenn boyce, commissioner of the state college board, said last year that jsu’s financial situation would likely take years to repair. incoming jsu president william bynum , the former head of mississippi valley state university, who takes up on the reigns on july 1, has said the restoring the university’s finances is his top priority. contact bracey harris at 601-961-7248 or bharris2@gannett.com. follow her on twitter. view comments  staff directory  careers  accessibility support  site map  legals  our ethical principles  terms of service  privacy policy  your california privacy rights / privacy policy  do not sell my info / cookie policy contact us  support local businesses  advertise your business  advertising terms and conditions  buy and sell  help center  subscriber guide  my account  give feedback subscribe today  newsletters  mobile apps  facebook  twitter  e-edition  storytellers  archives  rss feeds jobs  cars  homes  classifieds  education  moonlighting  reviewed  10best  reach local © 2020 www.clarionledger.com. all rights reserved."
69,7,https://gojsutigers.com/facilities/lee-e-williams-athletic-and-assembly-center/9,200,"     skip to main content            jackson state university   scoreboard          main navigation menu           baseball  baseball: twitter  baseball: instagram  baseball: schedule  baseball: roster  baseball: news  basketball  basketball: facebook  basketball: twitter  basketball: instagram  basketball: schedule  basketball: roster  basketball: news  cross country  cross country: facebook  cross country: twitter  cross country: instagram  cross country: schedule  cross country: roster  cross country: news  football  football: facebook  football: twitter  football: instagram  football: schedule  football: roster  football: news  tennis  tennis: schedule  tennis: roster  tennis: news  track & field  track & field: facebook  track & field: twitter  track & field: instagram  track & field: schedule  track & field: roster  track & field: news  basketball  basketball: facebook  basketball: twitter  basketball: instagram  basketball: schedule  basketball: roster  basketball: news  bowling  bowling: facebook  bowling: twitter  bowling: instagram  bowling: schedule  bowling: roster  bowling: news  cross country  cross country: facebook  cross country: twitter  cross country: instagram  cross country: schedule  cross country: roster  cross country: news  soccer  soccer: facebook  soccer: twitter  soccer: instagram  soccer: schedule  soccer: roster  soccer: news  softball  softball: facebook  softball: twitter  softball: instagram  softball: schedule  softball: roster  softball: news  tennis  tennis: schedule  tennis: roster  tennis: news  track & field  track & field: facebook  track & field: twitter  track & field: instagram  track & field: schedule  track & field: roster  track & field: news  volleyball  volleyball: facebook  volleyball: twitter  volleyball: instagram  volleyball: schedule  volleyball: roster  volleyball: news  athletics director welcome  staff directory  phase one  mississippi veterans memorial stadium  t.b. ellis gymnasium  walter payton health and recreation center  lee e. williams athletics and assembly center  braddy field  jsu softball field  fannin lanes  jsu tennis center  jsu soccer field  jsu sports information  bio form  jsu compliance information  jsu fiscal management  academics  saac  strength and conditioning  tiger strength and conditioning  prospective student-athlete questionnaire  composite schedule  2020 summer school  mission statement  coronavirus prodecure  2020-21 athletics staff handbook  jackson state sports network  roku app  jackson state esports  jsu facebook  jsu twitter  jsu instagram  jsu tiger sports network  sonic boom of the south  jsu cheerleaders and mascot  2020 blue & white weekend  alumni flag football game sign-up  w.c. gorden/ashley robinson golf classic  legends banquet registration  official jsu online store  jsu gear  purchase jsu season tickets  football season ticket information  women’s basketball single-game tickets  men’s basketball single-game tickets  support jsu athletics  swac champs  jsu development foundation  covid-19 relief fund  thee ad club  join thee ad club  jackson state university  apply now!                   choose a facility:   mississippi veterans memorial stadium braddy field jsu softball field t.b. ellis gymnasium jsu tennis center fannin lanes lee e. williams athletic and assembly center jsu soccer field walter payton health and recreation center               view full image        view full image        view full image        view full image        view full image     lee e. williams athletic and assembly center  the lee e. williams athletic and assembly center is an 8,000-seat multi-purpose arena that accommodates jackson state athletic coaches offices, administration offices, training rooms, meeting spaces, and concessions.   it was built in 1981 and is home to the jackson state tigers women's and men's basketball teams.             footer              © copyright 2020, jackson state university athletics. all rights reserved | eada report        privacy policy    terms of service    video platform powered by cbs sports digital               ad blocker detected    thanks for visiting !  the use of software that blocks ads hinders our ability to serve you the content you came here to enjoy.  we ask that you consider turning off your ad blocker so we can deliver you the best experience possible while you are here.  thank you for your support!   learn more about ad blockers     close     "
70,96,https://www.jacksonfreepress.com/news/2017/jun/07/jsu-reels-after-president-search-budget-cuts/,timeout,could not parse
71,51,https://www.wlbt.com/2020/02/27/kroger-donates-jsu-tougaloo-college-food-pantries/,200,"      skip to content       power of pink  covid-19 relief mississippi strong fundraiser  connect. shop. support local  final play app  lawcall  facebook  twitter  contests  jobs  ask the experts                             home      watch live      traffic      news      weather      sports      mississippi weekend      what's on tv      about us                              home     watch live    download the wlbt apps    submit your pics!    contact us    power of pink    connect. shop. support local.    conversations         news     investigate    national    mississippi strong    good news    crime    jackson homicides    consumer    consider this         weather     skycams    closings    request a first alert weather school visit         coronavirus     covid-19 tracker    miss. covid-19 map    county tracker         sports     the end zone    hs football scores    mississippi state    ole miss    swac    saints    final play app         health     29 days of heart    health news    great lengths         community     mississippi strong covid-19 relief t-shirt    back to school    wlbt way back when         traffic     gas prices         programming     today at 11 on wlbt    programming schedule    full court press with greta van susteren    circle - country music & lifestyle    rescan your tv!    gray dc bureau    investigate tv                                             news    kroger donates $30,000 to jsu and tougaloo college food pantries  the donation will help to address food insecurity and celebrates black history month and the achievements of hbcus.          kroger unveiled a new logo and a new slogan ""fresh for everyone"" in november 2019 (source: kroger)                                      by  howard ballou  |  february 27, 2020 at 3:09 pm cst - updated february 27 at 3:09 pm         jackson, miss. (wlbt) - in honor of black history month, kroger’s delta division has donated $30,000 to the jackson state university and tougaloo college food pantries      according to the #realcollege survey conducted by temple university’s hope center for college, community and justice, 39% of student respondents reported being food insecure in the prior 30 days.      “this is an alarming statistic and mississippi is one of the most food-insecure states in the nation,” said teresa dickerson, manager of corporate affairs for kroger’s delta division. “we are honored to support our hbcus and the work they are doing to alleviate hunger through campus food pantries.”      the #realcollege survey also found that rates of food insecurity among students ranged from 42% to 56% at two-year institutions and from 33% to 42% at four-year institutions, with an overall weighted average of 43%.              “this donation is a testament to kroger’s commitment to our zero hunger | zero waste initiative – and our vision to end hunger in the places we call home by 2025,” dickerson said. “zero hunger | zero waste is designed to address a fundamental absurdity in the nation’s food system: 40 percent of the food produced in the u.s. is thrown away, yet one in nine americans, including college students, struggles with hunger.”      copyright 2020 wlbt. all rights reserved.                                                    56         currently in jackson, ms       full forecast         sponsored by                author                  howard ballou   news anchor  jackson, ms                      howard ballou is an evening news anchor for wlbt and fox40 news in jackson, ms.                      recent content                 voters learn more about initiative 65 and alternative in public hearing  the future of medical marijuana in mississippi is now in the hands of voters, so this hearing aims to inform them.    by   chelsey sellars                         car crashes into wall of pearl pawn shop, driver okay  usa pawn owner nick fulton said he feels blessed that none of his employees were in the way of the running car either.    by   therese apel                                               attorney wants all charges against client greta bully dropped, including murder    by   c.j. lemaster     published 2h at 9:58 pm                      de’keither stamps wins special runoff election for miss. house district 66    by   wlbt digital     published 3h at 9:36 pm                      tim norman pleads not guilty in murder-for-hire case    by   associated press     published 3h at 9:24 pm                      special election runoff results for miss. senate district 39    by   china lee     published 3h at 9:15 pm                                           715 south jefferson street jackson, ms 39201 (601)948-3333  contact us news@wlbt.com     wlbt fcc public file  publicfile@wlbt.com 601-960-4436  wlbt eeo report  wlbt closed captioning  wlbt careers  privacy policy  terms of service                 wlbt fcc public file  publicfile@wlbt.com 601-960-4436  wlbt eeo report  wlbt closed captioning  wlbt careers  privacy policy  terms of service                    a gray media group, inc. station - © 2002-2020 gray television, inc.               "
72,50,https://www.wlbt.com/2020/02/19/kroger-donates-jsu-order-help-fight-food-insecurity-campus/,200,"      skip to content       power of pink  covid-19 relief mississippi strong fundraiser  connect. shop. support local  final play app  lawcall  facebook  twitter  contests  jobs  ask the experts                             home      watch live      traffic      news      weather      sports      mississippi weekend      what's on tv      about us                              home     watch live    download the wlbt apps    submit your pics!    contact us    power of pink    connect. shop. support local.    conversations         news     investigate    national    mississippi strong    good news    crime    jackson homicides    consumer    consider this         weather     skycams    closings    request a first alert weather school visit         coronavirus     covid-19 tracker    miss. covid-19 map    county tracker         sports     the end zone    hs football scores    mississippi state    ole miss    swac    saints    final play app         health     29 days of heart    health news    great lengths         community     mississippi strong covid-19 relief t-shirt    back to school    wlbt way back when         traffic     gas prices         programming     today at 11 on wlbt    programming schedule    full court press with greta van susteren    circle - country music & lifestyle    rescan your tv!    gray dc bureau    investigate tv                                             top story    kroger donates $15,000 to jsu in order to help fight food insecurity on campus           kroger donates $15,000 to jsu to help fight food insecurity on campus (source: jsu)                                      by  josh carter  |  february 18, 2020 at 6:58 pm cst - updated february 18 at 6:58 pm         jackson, miss. (wlbt) - kroger has donated $15,000 in gift cards to jackson state university.      the money is to support the college’s food pantries in order to help fight food insecurity on campus.      acting jsu president thomas hudson said the partnership with kroger is just the beginning.      ""the tiger food pantry serves an important purpose here. we really appreciate kroger for stepping up to the plate,” said hudson.              hudson said mississippi has many food deserts and cited food insecurity throughout jackson, saying, “there is food insecurity on our campus and most people don’t even realize this. so, this effort with kroger really helps us out a lot.”      teresa dickerson, corporate affairs manager for the kroger delta division, said the gift cards are “very convenient” and that ""food can be purchased seamlessly just by handing over the gift cards to the store leader.”      copyright 2020 wlbt. all rights reserved.                                                    76         currently in jackson, ms       full forecast         sponsored by                author                  josh carter   digital content producer  jackson, ms             josh carter is a digital content producer at wlbt and fox40 news in jackson, ms                      recent content                 first alert forecast: mild mid-week; strong cold front by late week  quiet and seasonable in the wake of a front; another front will usher in a stronger push of cooler air late week    by   rachel coulter                         covid-19 in mississippi: 105,941 cases, 3,115 deaths reported by health dept.  the number of presumed positive coronavirus cases in mississippi continues to rise.    by   wlbt digital                                               despite no statewide mask mandate, many still see need for face coverings in public    by   andrés fuentes     published 4h at 8:24 am                      public hearing to break down differences in medical marijuana initiatives    by   reggi marion and  wlbt digital     published 5h at 7:09 am                      dobbs: mississippi virus indicators go ‘unwanted direction’    by   associated press     published 6:43 am at 6:43 am                      man featured in ‘tiger king’ series indicted on animal cruelty charges in virginia    by   victoria doss     published 5:53 am at 5:53 am                                           715 south jefferson street jackson, ms 39201 (601)948-3333  contact us news@wlbt.com     wlbt fcc public file  publicfile@wlbt.com 601-960-4436  wlbt eeo report  wlbt closed captioning  wlbt careers  privacy policy  terms of service                 wlbt fcc public file  publicfile@wlbt.com 601-960-4436  wlbt eeo report  wlbt closed captioning  wlbt careers  privacy policy  terms of service                    a gray media group, inc. station - © 2002-2020 gray television, inc.               "
73,95,https://ssb-prod.ec.jsums.edu/pls/prod/bwpkedir.p_namedirectory?dir_indx=r&next_row=1&prev_row=0&searchtype=n&buttonselected=,404, not found  the requested url /pls/prod/bwpkedir.p_namedirectory was not found. 
